ticket_ID,buyer_name,price,date_of_sale,used,tier,match_ID,spectator_ID
3322,Alan Frey,496,2016-11-05,1,1,-5406088076804463304,3322
3323,Todd Hamilton,338,2016-11-05,1,1,-5406088076804463304,3323
3324,Kathryn Brown,477,2016-11-05,1,1,-5406088076804463304,3324
3325,Lisa Hopkins,756,2016-11-05,1,1,-5406088076804463304,3325
3326,Matthew Miller,944,2016-11-05,1,1,-5406088076804463304,3326
3327,Brian Moore,666,2016-11-05,1,1,-5406088076804463304,3327
3328,Nicholas Rose,836,2016-11-05,0,3,-5406088076804463304,3328
3329,Samantha Brady,696,2016-11-05,1,1,-5406088076804463304,3329
3330,Wesley Pittman,742,2016-11-05,1,1,-5406088076804463304,3330
3331,Tammy Noble,257,2016-11-05,1,1,-5406088076804463304,3331
3332,Hailey Brown,760,2016-11-05,1,1,-5406088076804463304,3332
3333,Kelly Ross,707,2016-11-05,1,2,-5406088076804463304,3333
3334,Jessica Horn,369,2016-11-05,1,1,-5406088076804463304,3334
3335,Lawrence Sanchez,750,2016-11-05,1,2,-5406088076804463304,3335
3336,David Orr,275,2016-11-05,1,2,-5406088076804463304,3336
3337,Catherine Castillo MD,477,2016-11-05,1,1,-5406088076804463304,3337
3338,Lisa Patterson,785,2016-11-05,1,1,-5406088076804463304,3338
3339,Alicia Hill,577,2016-11-05,1,1,-5406088076804463304,3339
3340,Randall Rhodes,212,2016-11-05,1,1,-5406088076804463304,3340
3341,Gina Williams,162,2016-11-05,1,1,-5406088076804463304,3341
3342,Seth Hernandez,655,2016-11-05,0,1,-5406088076804463304,3342
3343,Chloe Payne,132,2016-11-05,1,2,-5406088076804463304,3343
3344,Emily Fernandez,968,2016-11-05,1,1,-5406088076804463304,3344
3345,Robert Waller,582,2016-11-05,1,1,-5406088076804463304,3345
3346,Bethany Arnold,412,2016-11-05,1,2,-5406088076804463304,3346
3347,Brian Garcia,561,2016-11-05,1,2,-5406088076804463304,3347
3348,Alice Baldwin,115,2016-11-05,1,1,-5406088076804463304,3348
3349,Ryan Cardenas,416,2016-11-05,1,1,-5406088076804463304,3349
3350,Bonnie Lucas,473,2016-11-05,1,1,-5406088076804463304,3350
3351,Mandy Rosario,377,2016-11-05,1,1,-5406088076804463304,3351
3352,Barbara Moon,745,2016-11-05,1,1,-5406088076804463304,3352
3353,Jared Stevenson,583,2016-11-05,1,2,-5406088076804463304,3353
3354,William Miller,397,2016-11-05,1,1,-5406088076804463304,3354
3355,Kristine Anderson,856,2016-11-05,1,1,-5406088076804463304,3355
3356,Garrett Williams,271,2016-11-05,1,1,-5406088076804463304,3356
3357,Morgan Peterson,471,2016-11-05,1,3,-5406088076804463304,3357
3358,Monique Perry,210,2016-11-05,1,1,-5406088076804463304,3358
3359,Kelly Bradley,998,2016-11-05,1,1,-5406088076804463304,3359
3360,Angela Escobar,143,2016-11-05,1,1,-5406088076804463304,3360
3361,Stephen Mitchell,821,2016-11-04,1,1,-5406087076807463417,3361
3362,Traci Wheeler,136,2016-11-04,1,2,-5406087076807463417,3362
3363,Dr. Nicole Brooks MD,330,2016-11-04,1,1,-5406087076807463417,3363
3364,Richard Clay,823,2016-11-04,1,1,-5406087076807463417,3364
3365,Felicia Garcia,684,2016-11-04,1,1,-5406087076807463417,3365
3366,Thomas Hicks,901,2016-11-04,1,2,-5406087076807463417,3366
3367,Kelly Lee,839,2016-11-04,1,1,-5406087076807463417,3367
3368,Anthony Paul,347,2016-11-04,1,1,-5406087076807463417,3368
3369,Joseph Davis,375,2016-11-04,1,2,-5406087076807463417,3369
3370,Thomas Jacobs,617,2016-11-04,1,2,-5406087076807463417,3370
3371,Sandra Hill,404,2016-11-04,0,1,-5406087076807463417,3371
3372,John Davila,638,2016-11-04,1,2,-5406087076807463417,3372
3373,Katherine Knight,763,2016-11-04,1,2,-5406087076807463417,3373
3374,Vanessa Thomas,857,2016-11-04,1,1,-5406087076807463417,3374
3375,Bradley Castillo,280,2016-11-04,1,1,-5406087076807463417,3375
3376,Sandra Underwood,202,2016-11-04,1,1,-5406087076807463417,3376
3377,John Ferguson,618,2016-11-04,1,1,-5406087076807463417,3377
3378,Anthony Washington,488,2016-11-04,1,1,-5406087076807463417,3378
3379,Lisa Haley,830,2016-11-04,1,1,-5406087076807463417,3379
3380,Peter Jones,200,2016-11-04,1,1,-5406087076807463417,3380
3381,Brandi Ruiz,157,2016-11-04,1,1,-5406087076807463417,3381
3382,Rachael Pittman,954,2016-11-04,1,1,-5406087076807463417,3382
3383,Mrs. Kristy James,731,2016-11-04,1,3,-5406087076807463417,3383
3384,Michael Martin,409,2016-11-04,1,3,-5406087076807463417,3384
3385,Bernard Elliott,318,2016-11-04,1,3,-5406087076807463417,3385
3386,Anthony Le,699,2016-11-04,1,1,-5406087076807463417,3386
3387,Dr. Crystal Goodwin,569,2016-11-04,1,1,-5406087076807463417,3387
3388,Jennifer Kelly,999,2016-11-04,1,1,-5406087076807463417,3388
3389,Jeffrey Cooper,983,2016-11-04,1,2,-5406087076807463417,3389
3390,David Coffey,232,2016-11-04,1,1,-5406087076807463417,3390
3391,Patrick Castro,207,2016-11-04,1,2,-5406087076807463417,3391
3392,Connor Freeman,184,2016-11-04,1,1,-5406087076807463417,3392
3393,Charles Howard,292,2016-11-04,1,1,-5406087076807463417,3393
3394,Jessica Murray,870,2016-11-04,1,2,-5406087076807463417,3394
3395,Amber Davis,953,2016-11-04,1,1,-5406087076807463417,3395
3396,Tina Thomas,459,2016-11-04,1,3,-5406087076807463417,3396
3397,Joshua Allen,833,2016-11-04,1,1,-5406087076807463417,3397
3398,Janet Mcclain,639,2016-11-04,1,1,-5406087076807463417,3398
3399,Sarah Taylor,523,2016-11-04,1,2,-5406087076807463417,3399
3400,Peter Russell,333,2016-11-04,1,1,-5406087076807463417,3400
3401,Courtney Sloan,779,2016-11-04,1,1,-5406087076807463417,3401
3402,Jordan Wilson,336,2016-11-04,1,1,-5406087076807463417,3402
3403,Brittany Ramirez,839,2016-11-04,1,1,-5406087076807463417,3403
3404,Karla Evans,585,2016-11-04,1,3,-5406087076807463417,3404
3405,Elizabeth Webb,824,2016-11-04,1,3,-5406087076807463417,3405
3406,Allison Vargas,555,2016-11-04,1,1,-5406087076807463417,3406
3407,Pam Howard,724,2016-11-04,1,1,-5406087076807463417,3407
3408,Stacy Robles,993,2016-11-04,1,1,-5406087076807463417,3408
3409,Steven Chen,866,2016-11-04,1,3,-5406087076807463417,3409
3410,Luis Strickland,130,2016-11-04,1,3,-5406087076807463418,3410
3411,Samantha Cabrera,462,2016-11-04,1,1,-5406087076807463418,3411
3412,Annette Maldonado,994,2016-11-04,1,1,-5406087076807463418,3412
3413,John Montgomery,865,2016-11-04,1,1,-5406087076807463418,3413
3414,Keith Bishop,293,2016-11-04,1,1,-5406087076807463418,3414
3415,Kevin Martinez,451,2016-11-04,1,1,-5406087076807463418,3415
3416,Ryan Thomas,197,2016-11-04,1,1,-5406087076807463418,3416
3417,Thomas Mitchell,698,2016-11-04,1,1,-5406087076807463418,3417
3418,Mark Huang,981,2016-11-04,1,1,-5406087076807463418,3418
3419,Samantha Moore,431,2016-11-04,1,1,-5406087076807463418,3419
3420,Laura Perez,927,2016-11-04,1,1,-5406087076807463418,3420
3421,Kristina Mccullough,979,2016-11-04,1,1,-5406087076807463418,3421
3422,Danielle Roberts,189,2016-11-04,1,2,-5406087076807463418,3422
3423,Jeffrey Wilson,901,2016-11-04,1,2,-5406087076807463418,3423
3424,Scott Stewart,968,2016-11-04,1,1,-5406087076807463418,3424
3425,Gerald Berry,122,2016-11-04,1,1,-5406087076807463418,3425
3426,Kristina Robinson,589,2016-11-04,1,1,-5406087076807463418,3426
3427,Mark Hampton MD,159,2016-11-04,1,1,-5406087076807463418,3427
3428,Tanya Clark,460,2016-11-04,1,1,-5406087076807463418,3428
3429,Angel Castro,788,2016-11-04,1,1,-5406087076807463418,3429
3430,Ricky Hawkins,310,2016-11-04,0,1,-5406087076807463418,3430
3431,Paul Nguyen,590,2016-11-04,1,1,-5406087076807463418,3431
3432,William Mcdonald,308,2016-11-04,1,1,-5406087076807463418,3432
3433,Brian Stanton,876,2016-11-04,1,2,-5406087076807463418,3433
3434,Rebecca Martinez,898,2016-11-04,1,2,-5406087076807463418,3434
3435,Rachael Graham,460,2016-11-04,1,3,-5406087076807463418,3435
3436,Kelsey Knight,917,2016-11-04,1,1,-5406087076807463418,3436
3437,Richard Abbott,240,2016-11-04,1,1,-5406087076807463418,3437
3438,Lindsey Brown,752,2016-11-04,1,1,-5406087076807463418,3438
3439,Scott Sullivan,881,2016-11-04,1,1,-5406087076807463418,3439
3440,Matthew Mason,842,2016-11-04,1,2,-5406087076807463418,3440
3441,Kaitlyn Howard,881,2016-11-04,1,1,-5406087076807463418,3441
3442,Jessica Schultz,646,2016-11-04,1,1,-5406087076807463418,3442
3443,Arthur Patterson,578,2016-11-04,1,1,-5406087076807463418,3443
3444,Michelle Johnson,326,2016-11-04,1,2,-5406087076807463418,3444
3445,Heather Williams,437,2016-11-04,1,1,-5406087076807463418,3445
3446,Alejandro Logan,361,2016-11-04,1,3,-5406087076807463418,3446
3447,Jennifer Wood,457,2016-11-04,1,3,-5406087076807463418,3447
3448,Amy Cunningham,985,2016-11-04,1,1,-5406087076807463418,3448
3449,Kevin Harrison,588,2016-11-04,1,2,-5406087076807463418,3449
3450,Michael Shepherd,447,2016-11-04,1,2,-5406087076807463418,3450
3451,Sylvia Washington,108,2016-11-04,1,1,-5406087076807463418,3451
3452,Barbara Craig MD,324,2016-11-04,1,1,-5406087076807463418,3452
3453,Christina Glover,563,2016-11-04,1,1,-5406087076807463418,3453
3454,Jennifer Lang,681,2016-11-04,1,2,-5406087076807463418,3454
3455,Justin Dunlap,519,2016-11-04,1,1,-5406087076807463418,3455
3456,Jeffery Roth,682,2016-11-04,1,1,-5406087076807463418,3456
3457,Ann Harper,973,2016-11-04,1,2,-5406087076807463418,3457
3458,Russell Dean,681,2016-11-04,1,1,-5406087076807463418,3458
3459,David Roberts,211,2016-11-04,1,2,-5406087076807463418,3459
3460,Susan Fischer,173,2016-11-04,1,1,-5406087076807463418,3460
3461,Jessica Moore,964,2016-11-04,1,1,-5406087076807463418,3461
3462,Jessica Blanchard,887,2016-11-04,1,1,-5406087076807463418,3462
3463,Margaret Lynch,929,2016-11-04,1,1,-5406087076807463418,3463
3464,Stephanie Lee,498,2016-11-04,1,2,-5406087076807463418,3464
3465,Thomas Page,570,2016-11-04,1,3,-5406087076807463418,3465
3466,Aimee Hoffman,556,2016-11-04,1,1,-5406087076807463418,3466
3467,Danielle Thomas,448,2016-11-04,1,1,-5406087076807463418,3467
3468,Vanessa Cunningham,637,2016-11-04,1,2,-5406087076807463418,3468
3469,Natasha Smith,650,2016-11-04,1,2,-5406087076807463418,3469
3470,Seth Matthews,468,2016-11-04,1,1,-5406087076807463418,3470
3471,Jamie Walker,408,2016-11-04,1,1,-5406087076807463418,3471
3472,Mr. Gene Thomas,733,2016-11-04,1,1,-5406087076807463418,3472
3473,Nicole Clayton,251,2016-11-04,1,1,-5406087076807463418,3473
3474,Kristin Dominguez,388,2016-11-04,1,1,-5406087076807463418,3474
3475,Lindsey Ramirez,463,2016-11-04,1,3,-5406087076807463418,3475
3476,Trevor Robinson,742,2016-11-04,1,1,-5406087076807463418,3476
3477,April Wall,476,2016-11-04,1,1,-5406087076807463418,3477
3478,Adrian Patel,892,2016-11-04,1,2,-5406087076807463418,3478
3479,Ryan Robles,197,2016-11-04,1,1,-5406087076807463418,3479
3480,Donald Nicholson,805,2016-11-04,1,1,-5406087076807463418,3480
3481,Deborah Pratt,636,2016-11-04,1,1,-5406087076807463418,3481
3482,Jose Thompson,637,2016-11-04,1,1,-5406087076807463418,3482
3483,Victoria Bailey,422,2016-11-04,1,2,-5406087076807463418,3483
3484,Nicole Carrillo,447,2016-11-04,1,1,-5406087076807463418,3484
3485,Carmen Lloyd,139,2016-11-04,1,1,-5406087076807463418,3485
3486,Megan Smith,676,2016-11-04,1,1,-5406087076807463418,3486
3487,Christine Black,998,2016-11-04,1,1,-5406087076807463418,3487
3488,Amanda Jones,820,2016-11-04,1,2,-5406087076807463418,3488
3489,Deanna Garrett,413,2016-11-04,1,3,-5406087076807463418,3489
3490,Jason Guerra,418,2016-11-04,1,3,-5406087076807463418,3490
3491,Brian Wright,375,2016-11-04,0,1,-5406087076807463418,3491
3492,Brian Jordan,679,2016-11-04,1,1,-5406087076807463418,3492
3493,Teresa Edwards,197,2016-11-04,1,2,-5406087076807463418,3493
3494,Steve Butler III,648,2016-11-04,1,1,-5406087076807463418,3494
3495,Steven Patel,275,2016-11-04,1,3,-5406087076807463418,3495
3496,Elizabeth Allen,269,2016-11-04,1,2,-5406087076807463418,3496
3497,Matthew Novak,762,2016-11-04,1,1,-5406087076807463418,3497
3498,Donald Hart,103,2016-11-04,1,1,-5406087076807463418,3498
3499,Tammy Reyes,192,2016-11-04,1,1,-5406087076807463418,3499
3500,Erin Rasmussen,973,2016-11-04,1,1,-5406087076807463418,3500
3501,Shelia Cline,362,2016-11-04,1,1,-5406087076807463418,3501
3502,Anthony Rodriguez,831,2016-11-04,1,1,-5406087076807463415,3502
3503,Francisco Adams,862,2016-11-04,1,1,-5406087076807463415,3503
3504,Brian Sosa,689,2016-11-04,1,2,-5406087076807463415,3504
3505,Mark Barr,796,2016-11-04,1,1,-5406087076807463415,3505
3506,Kevin Murphy,442,2016-11-04,1,1,-5406087076807463415,3506
3507,Christina Anderson,211,2016-11-04,0,1,-5406087076807463415,3507
3508,Christian Wood,868,2016-11-04,1,1,-5406087076807463415,3508
3509,Nicholas Hartman,684,2016-11-04,1,2,-5406087076807463415,3509
3510,Bradley Hamilton,342,2016-11-04,1,1,-5406087076807463415,3510
3511,Kayla Galvan,258,2016-11-04,1,1,-5406087076807463415,3511
3512,Leonard Hall,727,2016-11-04,1,1,-5406087076807463415,3512
3513,Alexa Boyd,495,2016-11-04,0,1,-5406087076807463415,3513
3514,Elizabeth Cook,228,2016-11-04,1,1,-5406087076807463415,3514
3515,Larry Hansen,139,2016-11-04,1,2,-5406087076807463415,3515
3516,Kristin Matthews DVM,558,2016-11-04,1,1,-5406087076807463415,3516
3517,Brittany Beasley,155,2016-11-04,1,1,-5406087076807463415,3517
3518,Heather Torres,472,2016-11-04,1,2,-5406087076807463415,3518
3519,Brad Robbins,870,2016-11-04,1,1,-5406087076807463415,3519
3520,Devin Diaz,603,2016-11-04,1,1,-5406087076807463415,3520
3521,Jason Davis,958,2016-11-04,1,1,-5406087076807463415,3521
3522,Dawn Turner,232,2016-11-04,1,3,-5406087076807463415,3522
3523,Dr. Anthony Roberts,580,2016-11-04,1,1,-5406087076807463415,3523
3524,Lynn Figueroa,160,2016-11-04,1,3,-5406087076807463415,3524
3525,Julie Lopez,297,2016-11-04,1,1,-5406087076807463415,3525
3526,Adam Guerrero,123,2016-11-04,1,1,-5406087076807463415,3526
3527,Edward Fowler,837,2016-11-04,1,1,-5406087076807463415,3527
3528,Kristen Clark,906,2016-11-04,0,1,-5406087076807463415,3528
3529,Shelby Jones,540,2016-11-04,1,1,-5406087076807463415,3529
3530,Anthony Carter,246,2016-11-04,1,2,-5406087076807463415,3530
3531,Mercedes Olson,139,2016-11-04,1,1,-5406087076807463415,3531
3532,Nicole Scott,665,2016-11-04,1,1,-5406087076807463415,3532
3533,Joseph Cook,965,2016-11-04,1,1,-5406087076807463415,3533
3534,Jose Chapman,204,2016-11-04,1,1,-5406087076807463415,3534
3535,Timothy Hutchinson,488,2016-11-04,1,1,-5406087076807463415,3535
3536,Elizabeth Allison,546,2016-11-04,1,1,-5406087076807463415,3536
3537,Zachary Harris,659,2016-11-04,1,1,-5406087076807463415,3537
3538,Kevin Watson,146,2016-11-04,1,2,-5406087076807463415,3538
3539,Nicole Tucker,818,2016-11-04,1,2,-5406087076807463415,3539
3540,Nichole Olson,858,2016-11-04,1,1,-5406087076807463415,3540
3541,Shawn Clarke PhD,440,2016-11-04,1,1,-5406087076807463415,3541
3542,Brenda Burns,962,2016-11-04,1,1,-5406087076807463415,3542
3543,William Robbins,488,2016-11-04,1,2,-5406087076807463415,3543
3544,Brad Smith,942,2016-11-04,1,1,-5406087076807463415,3544
3545,Rachel Leach,514,2016-11-04,1,1,-5406087076807463415,3545
3546,Thomas Schwartz,216,2016-11-04,1,1,-5406087076807463415,3546
3547,Kelly Davis,293,2016-11-04,1,1,-5406087076807463415,3547
3548,Aaron Bishop,295,2016-11-04,1,2,-5406087076807463415,3548
3549,Douglas Smith,112,2016-11-04,1,1,-5406087076807463415,3549
3550,Jeffery Simmons,924,2016-11-04,1,1,-5406087076807463415,3550
3551,Thomas Smith,498,2016-11-04,1,1,-5406087076807463415,3551
3552,Kayla Stanley,855,2016-11-04,1,1,-5406087076807463415,3552
3553,Emily Jackson,990,2016-11-04,1,1,-5406087076807463415,3553
3554,Mr. Matthew Barber,487,2016-11-04,1,1,-5406087076807463415,3554
3555,Michelle Reed,299,2016-11-04,1,1,-5406087076807463415,3555
3556,Daniel Weeks,636,2016-11-04,1,3,-5406087076807463415,3556
3557,Lisa Anderson,713,2016-11-04,1,1,-5406087076807463415,3557
3558,Misty Carlson,573,2016-11-04,1,1,-5406087076807463415,3558
3559,Emily Stevens,895,2016-11-04,1,1,-5406087076807463415,3559
3560,Brittany Bowen,363,2016-11-04,1,1,-5406087076807463415,3560
3561,Terri Contreras,295,2016-11-04,1,1,-5406087076807463415,3561
3562,James Wood MD,989,2016-11-04,1,1,-5406087076807463415,3562
3563,Cynthia Taylor,765,2016-11-04,1,1,-5406087076807463415,3563
3564,Brian Mcguire,791,2016-11-04,1,1,-5406087076807463415,3564
3565,Christina Giles,464,2016-11-04,1,1,-5406087076807463415,3565
3566,Ricardo Wall,334,2016-11-04,1,1,-5406087076807463415,3566
3567,Jeffery Gonzalez,748,2016-11-04,1,3,-5406087076807463415,3567
3568,Vernon Terry,534,2016-11-04,1,1,-5406087076807463415,3568
3569,Tiffany Price,887,2016-11-04,1,2,-5406087076807463415,3569
3570,Christopher Ballard,593,2016-11-04,1,3,-5406087076807463415,3570
3571,Nathan Aguilar,182,2016-11-04,1,3,-5406087076807463415,3571
3572,Mary Ford,633,2016-11-04,1,1,-5406087076807463415,3572
3573,Lisa Livingston,786,2016-11-04,1,1,-5406087076807463415,3573
3574,Trevor Harris,177,2016-11-04,1,3,-5406087076807463415,3574
3575,Christopher Watts,228,2016-11-04,1,1,-5406087076807463415,3575
3576,Brandon Rocha,460,2016-11-04,1,1,-5406087076807463415,3576
3577,David Griffin,733,2016-11-04,1,1,-5406087076807463415,3577
3578,Kathleen Vaughn,386,2016-11-04,1,1,-5406087076807463415,3578
3579,Christopher Phelps,405,2016-11-04,0,2,-5406087076807463415,3579
3580,Jerry Miller,807,2016-11-04,1,1,-5406087076807463415,3580
3581,Alexander Rodriguez,871,2016-11-04,1,1,-5406087076807463415,3581
3582,Sandy Taylor,375,2016-11-04,1,3,-5406087076807463415,3582
3583,Karen Stewart,343,2016-11-04,1,1,-5406087076807463415,3583
3584,Timothy Long,366,2016-11-04,1,1,-5406087076807463415,3584
3585,Kelly Rosario,857,2016-11-04,1,2,-5406087076807463415,3585
3586,Matthew Carson,666,2016-11-04,1,1,-5406087076807463415,3586
3587,Edward Brown,666,2016-11-04,1,1,-5406087076807463415,3587
3588,Heather Griffin,390,2016-11-04,1,1,-5406087076807463415,3588
3589,Sarah Rodriguez,735,2016-11-04,1,2,-5406087076807463415,3589
3590,Michael Morales,904,2016-11-04,1,1,-5406087076807463415,3590
3591,Alexis Henderson,686,2016-11-04,1,1,-5406087076807463415,3591
3592,James Jackson,193,2016-11-04,1,3,-5406087076807463415,3592
3593,Cory Jones,930,2016-11-04,1,1,-5406087076807463415,3593
3594,Lauren Ramirez,188,2016-11-04,1,2,-5406087076807463416,3594
3595,Frances Taylor,147,2016-11-04,1,1,-5406087076807463416,3595
3596,Brittany Jones,927,2016-11-04,1,3,-5406087076807463416,3596
3597,Elizabeth Simpson,333,2016-11-04,1,1,-5406087076807463416,3597
3598,Barry Thomas,507,2016-11-04,1,1,-5406087076807463416,3598
3599,Olivia Jacobs,709,2016-11-04,1,1,-5406087076807463416,3599
3600,Donald Suarez,783,2016-11-04,1,1,-5406087076807463416,3600
3601,Nancy Gonzalez,368,2016-11-04,1,1,-5406087076807463416,3601
3602,Kent Miller,151,2016-11-04,1,1,-5406087076807463416,3602
3603,Andre Gonzalez,195,2016-11-04,1,1,-5406087076807463416,3603
3604,Lindsay Landry,285,2016-11-04,1,1,-5406087076807463416,3604
3605,Catherine Garcia,151,2016-11-04,1,2,-5406087076807463416,3605
3606,Michelle Bennett,297,2016-11-04,1,1,-5406087076807463416,3606
3607,Brandon Sanchez,425,2016-11-04,0,1,-5406087076807463416,3607
3608,Brandi Campbell,359,2016-11-04,1,1,-5406087076807463416,3608
3609,Christina Smith,874,2016-11-04,1,2,-5406087076807463416,3609
3610,Amanda Mejia,124,2016-11-04,1,1,-5406087076807463416,3610
3611,Tonya Flores,991,2016-11-04,1,1,-5406087076807463416,3611
3612,Michael Goodman,310,2016-11-04,1,1,-5406087076807463416,3612
3613,Anthony Richardson,578,2016-11-04,1,1,-5406087076807463416,3613
3614,Mary Fitzgerald,460,2016-11-04,1,2,-5406087076807463416,3614
3615,Kyle Kirby,568,2016-11-04,1,1,-5406087076807463416,3615
3616,Teresa Johnson,385,2016-11-04,1,1,-5406087076807463416,3616
3617,John Escobar,125,2016-11-04,1,1,-5406087076807463416,3617
3618,Tara Horn,842,2016-11-04,1,1,-5406087076807463416,3618
3619,Alex Patterson,305,2016-11-04,1,1,-5406087076807463416,3619
3620,Kathleen Whitehead,204,2016-11-04,1,3,-5406087076807463416,3620
3621,Jennifer Allen,718,2016-11-04,1,3,-5406087076807463416,3621
3622,Donna Moyer,965,2016-11-04,1,1,-5406087076807463416,3622
3623,Andres Kemp,316,2016-11-04,1,1,-5406087076807463416,3623
3624,Joseph Baldwin,806,2016-11-04,1,2,-5406087076807463416,3624
3625,Hannah Decker,866,2016-11-04,1,1,-5406087076807463416,3625
3626,Monica Young,998,2016-11-04,1,1,-5406087076807463416,3626
3627,Benjamin Barker,612,2016-11-04,1,1,-5406087076807463416,3627
3628,Theresa Spencer,257,2016-11-04,1,3,-5406087076807463416,3628
3629,Robin Valdez,349,2016-11-04,1,1,-5406087076807463416,3629
3630,Sarah Brown,785,2016-11-04,1,2,-5406087076807463416,3630
3631,Michael Hayes,595,2016-11-04,1,1,-5406087076807463416,3631
3632,Linda Martin,253,2016-11-04,1,2,-5406087076807463416,3632
3633,Joshua Green,262,2016-11-04,1,2,-5406087076807463416,3633
3634,Lisa Gomez,446,2016-11-04,1,2,-5406087076807463416,3634
3635,Raymond Edwards,510,2016-11-04,1,1,-5406087076807463416,3635
3636,Brandon Harmon,328,2016-11-04,1,1,-5406087076807463416,3636
3637,Yvonne Horn,487,2016-11-04,0,1,-5406087076807463416,3637
3638,Jeffery Perez,864,2016-11-04,1,1,-5406087076807463413,3638
3639,Luis Rivas,831,2016-11-04,1,1,-5406087076807463413,3639
3640,Tina Carey,123,2016-11-04,1,1,-5406087076807463413,3640
3641,Lisa Warren,651,2016-11-04,1,1,-5406087076807463413,3641
3642,Michael Chapman,519,2016-11-04,1,1,-5406087076807463413,3642
3643,Desiree Bowman,243,2016-11-04,1,1,-5406087076807463413,3643
3644,Lauren Fields,439,2016-11-04,1,1,-5406087076807463413,3644
3645,Diana Bailey,579,2016-11-04,1,1,-5406087076807463413,3645
3646,Lisa Nicholson,307,2016-11-04,1,3,-5406087076807463413,3646
3647,Aaron Diaz,629,2016-11-04,1,2,-5406087076807463413,3647
3648,Patricia Perez,660,2016-11-04,1,2,-5406087076807463413,3648
3649,Bruce Chen,360,2016-11-04,1,2,-5406087076807463413,3649
3650,Nathaniel Zuniga,119,2016-11-04,1,1,-5406087076807463413,3650
3651,Charles Terry,631,2016-11-04,1,1,-5406087076807463413,3651
3652,Brooke Hurst,692,2016-11-04,1,2,-5406087076807463413,3652
3653,Toni Dean,376,2016-11-04,1,3,-5406087076807463413,3653
3654,Michelle Smith,223,2016-11-04,1,1,-5406087076807463413,3654
3655,Mrs. Ashlee Solis MD,273,2016-11-04,1,1,-5406087076807463413,3655
3656,Shannon Jones,382,2016-11-04,1,1,-5406087076807463413,3656
3657,Brittany Morgan,660,2016-11-04,1,2,-5406087076807463413,3657
3658,Patricia Peck,614,2016-11-04,1,2,-5406087076807463413,3658
3659,Rebecca Adams,700,2016-11-04,1,2,-5406087076807463413,3659
3660,Ryan Armstrong,895,2016-11-04,1,1,-5406087076807463413,3660
3661,Claudia Oliver,478,2016-11-04,1,1,-5406087076807463413,3661
3662,Dawn Smith,103,2016-11-04,0,1,-5406087076807463413,3662
3663,Robert Gillespie,188,2016-11-04,1,1,-5406087076807463413,3663
3664,Tanya Wheeler,422,2016-11-04,1,1,-5406087076807463413,3664
3665,Margaret Thomas,107,2016-11-04,1,3,-5406087076807463413,3665
3666,Brenda Jackson,977,2016-11-04,1,1,-5406087076807463413,3666
3667,David Sims,717,2016-11-04,1,1,-5406087076807463413,3667
3668,Christopher White,961,2016-11-04,1,1,-5406087076807463413,3668
3669,Ricardo Hampton,594,2016-11-04,1,1,-5406087076807463413,3669
3670,Sherri Wilson,872,2016-11-04,1,1,-5406087076807463413,3670
3671,Samantha Marshall,964,2016-11-04,0,1,-5406087076807463413,3671
3672,Christina Cohen,166,2016-11-04,1,1,-5406087076807463413,3672
3673,Erica Dalton,412,2016-11-04,1,2,-5406087076807463413,3673
3674,Paul Davidson,444,2016-11-04,1,3,-5406087076807463413,3674
3675,Jennifer Osborne,454,2016-11-04,1,1,-5406087076807463413,3675
3676,Douglas Pope,722,2016-11-04,1,1,-5406087076807463413,3676
3677,Michael Martinez,318,2016-11-04,1,1,-5406087076807463413,3677
3678,Andrew Downs,149,2016-11-04,1,2,-5406087076807463413,3678
3679,Susan Oconnor,489,2016-11-04,1,3,-5406087076807463413,3679
3680,Jason Simmons,247,2016-11-04,1,1,-5406087076807463413,3680
3681,Patricia Elliott,533,2016-11-04,1,2,-5406087076807463413,3681
3682,Donald Patterson,582,2016-11-04,1,1,-5406087076807463414,3682
3683,Leslie Morrow,343,2016-11-04,1,1,-5406087076807463414,3683
3684,Noah Lopez,719,2016-11-04,1,1,-5406087076807463414,3684
3685,Nathan Fowler,873,2016-11-04,1,2,-5406087076807463414,3685
3686,Daniel Ryan,649,2016-11-04,1,1,-5406087076807463414,3686
3687,John Lewis,769,2016-11-04,1,1,-5406087076807463414,3687
3688,Daniel Chen,161,2016-11-04,1,3,-5406087076807463414,3688
3689,Gary Davis,237,2016-11-04,1,2,-5406087076807463414,3689
3690,Phillip Graves,732,2016-11-04,1,1,-5406087076807463414,3690
3691,Travis Warren,715,2016-11-04,1,2,-5406087076807463414,3691
3692,Michael Freeman,583,2016-11-04,1,3,-5406087076807463414,3692
3693,Alexander Griffin,931,2016-11-04,1,1,-5406087076807463414,3693
3694,Jerry Blake,282,2016-11-04,1,1,-5406087076807463414,3694
3695,John Vance,523,2016-11-04,1,1,-5406087076807463414,3695
3696,Megan Myers,937,2016-11-04,1,1,-5406087076807463414,3696
3697,Paul Martinez,824,2016-11-04,1,1,-5406087076807463414,3697
3698,Eric Moore,181,2016-11-04,1,1,-5406087076807463414,3698
3699,Alexis Hernandez,753,2016-11-04,1,3,-5406087076807463414,3699
3700,Gerald Nguyen,543,2016-11-04,1,1,-5406087076807463414,3700
3701,Michael Arias,987,2016-11-04,1,2,-5406087076807463414,3701
3702,Jared Aguilar,884,2016-11-04,1,1,-5406087076807463414,3702
